date,o,h,l,c,v,v.usd,vwap
2018-03-23 12:41:00,8449.97,8449.97,8447.38,8447.38,0.194736,1645.1980839,8448.3510184
2018-03-23 12:42:00,8447.53,8447.53,8445.0,8445.0,0.33642744,2841.9183215,8447.3440142
2018-03-23 12:43:00,8447.2,8447.2,8415.35,8415.35,8.64415522,72871.428031,8430.1387674
2018-03-23 12:44:00,8415.35,8415.35,8371.32,8403.4,71.67427433,601178.22029,8387.6429292
2018-03-23 12:45:00,8403.4,8411.08,8395.88,8403.59,13.19344993,110886.99649,8404.7005963
2018-03-23 12:46:00,8397.29,8397.3,8369.0,8387.43,16.9775981,142317.83523,8382.6837217
2018-03-23 12:47:00,8394.59,8402.1,8387.5,8401.78,1.137947,9547.1188556,8389.7746166
2018-03-23 12:48:00,8402.04,8411.69,8391.99,8406.67,0.38671298,3246.558231,8395.2657369
2018-03-23 12:49:00,8406.7,8406.7,8380.74,8395.39,5.02299513,42138.018568,8389.0223816
2018-03-23 12:50:00,8397.09,8397.21,8383.2,8390.0,2.51539218,21105.501406,8390.5410749
2018-03-23 12:51:00,8388.19,8393.59,8360.01,8370.57,76.28058609,638695.7666,8372.9792774
2018-03-23 12:52:00,8360.5,8369.69,8350.44,8361.5,52.87928123,441981.6445,8358.3141492
2018-03-23 12:53:00,8364.12,8368.19,8356.01,8358.0,9.71760671,81250.925675,8361.2074557
2018-03-23 12:54:00,8350.45,8356.17,8350.45,8356.17,7.86145399,65689.585723,8355.9079283
2018-03-23 12:55:00,8356.43,8356.67,8300.0,8300.0,88.81209597,739566.37555,8327.3158625
2018-03-23 12:56:00,8300.0,8304.2,8265.0,8304.2,176.67599659,1461887.7581,8274.3993885
2018-03-23 12:57:00,8304.2,8324.26,8300.07,8307.41,48.44440449,402831.64615,8315.3390034
2018-03-23 12:58:00,8319.07,8328.0,8309.6,8313.81,50.57202704,420419.91506,8313.2897705
2018-03-23 12:59:00,8325.56,8325.56,8307.39,8311.06,7.23593821,60139.965014,8311.2878067
2018-03-23 13:00:00,8311.06,8325.57,8311.05,8325.57,18.29660701,152101.99995,8313.1260276
2018-03-23 13:01:00,8320.69,8326.49,8320.69,8325.56,1.33046679,11077.170324,8325.7773943
2018-03-23 13:02:00,8325.56,8345.0,8323.53,8345.0,18.82717683,157007.11112,8339.3868629
2018-03-23 13:03:00,8345.0,8349.43,8335.44,8335.44,14.30427582,119386.74334,8346.2277185
2018-03-23 13:04:00,8347.54,8347.56,8328.09,8330.87,27.47605627,229060.74414,8336.7402473
2018-03-23 13:05:00,8336.51,8348.04,8334.58,8344.37,9.54882588,79623.836641,8338.5997024
2018-03-23 13:06:00,8339.17,8340.32,8320.45,8329.68,11.32361606,94340.589413,8331.3129757
2018-03-23 13:07:00,8324.33,8330.0,8324.33,8330.0,20.75582023,172895.62982,8329.9830072
2018-03-23 13:08:00,8329.79,8330.0,8322.08,8330.0,15.62482014,130131.12875,8328.4881093
2018-03-23 13:09:00,8329.78,8335.69,8329.78,8330.0,21.24950346,177012.50699,8330.1949771
2018-03-23 13:10:00,8331.5,8333.39,8323.44,8333.39,3.27012691,27244.836988,8331.4310844
2018-03-23 13:11:00,8333.39,8337.15,8331.14,8336.65,9.72376929,81019.132619,8332.0706408
2018-03-23 13:12:00,8336.65,8337.15,8335.47,8336.77,7.45325335,62133.616446,8336.4422928
2018-03-23 13:13:00,8330.72,8344.19,8330.0,8338.96,7.95634795,66312.824997,8334.580817
2018-03-23 13:14:00,8338.15,8338.64,8330.0,8334.05,3.67116648,30594.34041,8333.6837423
2018-03-23 13:15:00,8335.04,8338.99,8334.05,8337.28,2.97778643,24820.681708,8335.2793396
2018-03-23 13:16:00,8337.28,8346.31,8337.28,8339.28,4.24036999,35370.47729,8341.365818
2018-03-23 13:17:00,8340.13,8340.13,8330.0,8330.0,6.11137553,50946.754513,8336.3809445
2018-03-23 13:18:00,8330.0,8339.5,8329.99,8338.54,3.83887141,31994.447397,8334.3368349
2018-03-23 13:19:00,8340.12,8344.35,8330.07,8344.35,8.20176159,68408.596119,8340.7199012
2018-03-23 13:20:00,8342.15,8344.35,8312.05,8312.05,19.46828548,162201.3035,8331.5659033
2018-03-23 13:21:00,8312.28,8322.28,8310.0,8322.28,7.72860651,64262.050898,8314.830211
2018-03-23 13:22:00,8323.67,8332.6,8315.0,8315.0,19.78252704,164728.22032,8326.9553978
2018-03-23 13:23:00,8315.0,8315.01,8290.0,8294.16,29.60878852,245781.31286,8300.9580989
2018-03-23 13:24:00,8294.15,8322.63,8293.62,8313.4,19.39878564,161248.49796,8312.2985611
2018-03-23 13:25:00,8310.99,8318.51,8307.45,8318.51,1.27470248,10594.192471,8311.109955
2018-03-23 13:26:00,8320.65,8324.61,8320.65,8324.6,8.3887862,69833.134791,8324.5815457
2018-03-23 13:27:00,8324.61,8328.69,8324.61,8327.97,2.64771643,22050.120292,8327.9765319
2018-03-23 13:28:00,8327.8,8327.8,8313.0,8313.21,4.86096253,40450.129468,8321.4238371
2018-03-23 13:29:00,8324.4,8326.33,8314.01,8324.93,1.44639947,12042.488422,8325.8385197
2018-03-23 13:30:00,8327.99,8328.0,8321.55,8328.0,1.887868,15721.573162,8327.6866614
2018-03-23 13:31:00,8326.07,8335.05,8326.07,8332.06,4.59517622,38292.565442,8333.2093502
2018-03-23 13:32:00,8332.06,8342.25,8332.06,8342.25,2.74723623,22903.214143,8336.8200713
2018-03-23 13:33:00,8338.55,8341.0,8321.91,8334.49,11.42037135,95151.629184,8331.7456384
2018-03-23 13:34:00,8339.3,8347.34,8328.13,8328.13,22.11101068,184303.2489,8335.3606747
2018-03-23 13:35:00,8340.3,8340.3,8331.41,8337.85,3.95054322,32928.978221,8335.3038777
2018-03-23 13:36:00,8324.8,8334.56,8324.8,8330.01,1.508697,12567.770021,8330.214762
2018-03-23 13:37:00,8330.0,8330.0,8307.1,8307.1,20.26357785,168577.03965,8319.2139562
2018-03-23 13:38:00,8322.3,8322.3,8306.11,8312.0,7.17262297,59650.418939,8316.402408
2018-03-23 13:39:00,8312.0,8339.37,8304.66,8329.2,13.80102267,114790.18384,8317.5128818
2018-03-23 13:40:00,8329.21,8337.99,8329.13,8337.99,3.42255037,28507.987854,8329.4575017
2018-03-23 13:41:00,8337.99,8339.21,8337.24,8339.21,0.74800473,6237.6052938,8338.9917786
2018-03-23 13:42:00,8330.0,8341.75,8330.0,8337.71,46.30825445,385936.67182,8334.0794509
2018-03-23 13:43:00,8334.17,8339.87,8330.0,8330.01,7.23329728,60273.605404,8332.7980409
2018-03-23 13:44:00,8330.0,8331.86,8306.29,8323.37,52.98307866,441275.27777,8328.6077165
2018-03-23 13:45:00,8320.1,8320.1,8315.21,8315.21,5.14094617,42770.3206,8319.5425871
2018-03-23 13:46:00,8315.21,8322.88,8306.82,8321.77,12.15203616,101056.81791,8316.0399278
2018-03-23 13:47:00,8328.75,8333.3,8319.46,8319.46,7.17087899,59738.801304,8330.7501614
2018-03-23 13:48:00,8319.58,8332.37,8319.58,8329.12,3.99635648,33268.791044,8324.7806371
2018-03-23 13:49:00,8331.94,8332.92,8321.4,8331.48,1.58914,13230.148744,8325.3512867
2018-03-23 13:50:00,8331.76,8334.58,8322.75,8326.79,7.96893385,66395.007861,8331.7303307
2018-03-23 13:51:00,8333.8,8333.8,8322.01,8330.57,2.68056447,22325.404517,8328.6206196
2018-03-23 13:52:00,8334.5,8341.39,8334.5,8341.39,3.75217719,31278.254451,8336.0280891
2018-03-23 13:53:00,8341.39,8350.0,8335.51,8350.0,15.12070885,126202.40771,8346.3287974
2018-03-23 13:54:00,8347.09,8369.0,8346.65,8358.24,8.62387323,72096.258591,8360.078664
2018-03-23 13:55:00,8358.25,8358.25,8342.57,8353.68,2.8921797,24148.329079,8349.5258193
2018-03-23 13:56:00,8355.06,8360.95,8354.04,8359.73,0.49806212,4161.9996335,8356.386616
2018-03-23 13:57:00,8360.95,8365.0,8358.52,8358.52,2.98796776,24990.14994,8363.5942376
2018-03-23 13:58:00,8363.14,8386.69,8363.14,8370.94,20.81962184,174419.92809,8377.670326
2018-03-23 13:59:00,8376.93,8376.93,8367.95,8367.95,6.23035759,52152.306721,8370.6763164
2018-03-23 14:00:00,8371.39,8371.39,8367.95,8371.39,1.26236107,10567.578415,8371.2803457
2018-03-23 14:01:00,8371.39,8378.99,8370.46,8370.46,0.21893506,1832.8713428,8371.7580127
2018-03-23 14:02:00,8370.99,8378.88,8370.99,8372.99,0.78465636,6571.0492643,8374.4293672
2018-03-23 14:03:00,8372.04,8373.99,8371.88,8373.02,2.47835241,20749.594468,8372.33413
2018-03-23 14:04:00,8373.99,8385.39,8373.99,8385.39,2.23602501,18747.256274,8384.1889917
2018-03-23 14:05:00,8385.39,8390.98,8385.38,8390.25,4.29476173,36023.730497,8387.8298174
2018-03-23 14:06:00,8390.98,8400.6,8390.98,8400.6,20.76256268,174360.071,8397.8106986
2018-03-23 14:07:00,8401.14,8435.81,8393.3,8435.8,49.34361043,415354.24641,8417.5892844
2018-03-23 14:08:00,8427.83,8435.8,8411.3,8416.37,42.87132281,361166.83065,8424.4386919
2018-03-23 14:09:00,8416.37,8424.84,8416.36,8419.75,3.57862767,30123.657328,8417.6561817
2018-03-23 14:10:00,8419.75,8419.75,8412.01,8418.8,2.86975349,24158.679827,8418.3815479
2018-03-23 14:11:00,8419.99,8440.28,8419.99,8440.28,17.27157296,145707.00865,8436.2327039
2018-03-23 14:12:00,8440.28,8440.28,8429.92,8430.01,12.65804706,106824.75186,8439.2759292
2018-03-23 14:13:00,8429.92,8435.99,8429.92,8435.98,4.54064032,38284.809648,8431.5882672
2018-03-23 14:14:00,8435.98,8435.98,8435.24,8435.97,2.48145604,20932.869235,8435.7203582
2018-03-23 14:15:00,8434.01,8435.6,8421.82,8421.82,2.59309698,21863.631148,8431.4745328
2018-03-23 14:16:00,8428.0,8428.0,8418.0,8418.0,3.61271791,30415.422822,8418.9863643
2018-03-23 14:17:00,8420.29,8420.29,8417.88,8420.0,3.08126829,25942.879936,8419.545945
2018-03-23 14:18:00,8424.27,8424.27,8420.01,8420.01,0.85995817,7241.3406428,8420.5731109
2018-03-23 14:19:00,8424.27,8428.0,8409.43,8409.43,8.89754569,74916.317285,8419.885651
2018-03-23 14:20:00,8409.43,8417.01,8404.01,8417.01,10.70617186,90023.570854,8408.5676963
2018-03-23 14:21:00,8420.0,8425.09,8409.66,8425.09,3.98587417,33563.520184,8420.6170974
2018-03-23 14:22:00,8425.09,8440.28,8425.09,8440.28,9.70524254,81902.728743,8439.0192626
2018-03-23 14:23:00,8440.27,8449.82,8435.33,8446.84,5.92484825,50028.796522,8443.8950013
2018-03-23 14:24:00,8446.33,8476.02,8446.33,8467.99,26.12484016,220947.82927,8457.3849223
2018-03-23 14:25:00,8467.98,8482.53,8439.91,8449.2,62.78296235,531714.53629,8469.0896445
2018-03-23 14:26:00,8449.23,8452.54,8447.43,8450.59,3.6087946,30487.787148,8448.1913013
2018-03-23 14:27:00,8450.43,8456.61,8447.49,8452.99,8.01220767,67724.158245,8452.621429
2018-03-23 14:28:00,8450.76,8450.76,8448.35,8448.35,0.50545072,4270.5542597,8449.0022286
2018-03-23 14:29:00,8445.97,8448.35,8445.97,8448.35,0.89311457,7545.1687084,8448.1531954
2018-03-23 14:30:00,8448.35,8448.35,8447.4,8447.4,0.11571891,977.53283949,8447.4770761
2018-03-23 14:31:00,8445.55,8445.55,8440.0,8445.49,4.05647949,34245.989547,8442.2932821
2018-03-23 14:32:00,8444.28,8445.56,8440.01,8445.56,3.01018799,25419.048061,8444.339073
2018-03-23 14:33:00,8445.56,8463.99,8445.55,8463.99,10.54786923,89149.205346,8451.8686573
2018-03-23 14:34:00,8463.74,8463.74,8460.04,8460.04,0.41978122,3551.994103,8461.5364712
2018-03-23 14:35:00,8463.74,8463.74,8460.19,8460.19,0.07424819,628.41416714,8463.696787
2018-03-23 14:36:00,8460.2,8460.2,8460.0,8460.0,1.94038776,16415.692003,8460.0059544
2018-03-23 14:37:00,8460.0,8482.52,8460.0,8482.52,14.34684525,121583.2069,8474.5604192
2018-03-23 14:38:00,8482.51,8507.4,8482.51,8503.74,53.68775535,456135.51621,8496.0809637
2018-03-23 14:39:00,8507.4,8530.42,8501.24,8520.19,67.59324337,575915.46494,8520.311147
2018-03-23 14:40:00,8520.19,8520.99,8507.87,8507.87,12.18998238,103807.78605,8515.827408
2018-03-23 14:41:00,8507.75,8515.96,8494.2,8515.96,17.20320595,146345.24056,8506.8586043
2018-03-23 14:42:00,8516.98,8519.35,8514.37,8519.35,3.02735862,25778.754025,8515.2627291
2018-03-23 14:43:00,8512.99,8540.99,8512.99,8540.99,24.22630253,206744.53397,8533.8872375
2018-03-23 14:44:00,8540.99,8591.64,8540.99,8591.64,86.22695009,739238.68203,8573.1744107
2018-03-23 14:45:00,8589.33,8610.57,8580.01,8580.01,48.30726369,415676.96057,8604.8541942
2018-03-23 14:46:00,8589.72,8591.35,8579.45,8580.0,48.48898611,416329.47989,8586.0628008
2018-03-23 14:47:00,8580.0,8590.0,8565.0,8590.0,37.90431194,325196.57838,8579.4085617
2018-03-23 14:48:00,8590.01,8595.0,8580.48,8595.0,19.82008058,170277.01389,8591.1363075
2018-03-23 14:49:00,8598.6,8607.85,8595.0,8600.18,12.26004003,105480.39901,8603.593361
2018-03-23 14:50:00,8600.18,8620.0,8600.18,8620.0,21.85230498,188234.58845,8613.9466121
2018-03-23 14:51:00,8615.82,8624.36,8594.42,8598.45,19.5884238,168748.74827,8614.7180595
2018-03-23 14:52:00,8595.46,8595.46,8584.43,8585.96,1.97244572,16934.388039,8585.4773427
2018-03-23 14:53:00,8585.51,8588.49,8577.39,8577.4,20.94913614,179836.57308,8584.438608
2018-03-23 14:54:00,8573.0,8589.9,8563.55,8576.67,17.0862872,146484.73525,8573.2338182
2018-03-23 14:55:00,8577.2,8580.62,8577.19,8577.4,1.81168563,15540.007359,8577.6511674
2018-03-23 14:56:00,8580.6,8580.6,8574.31,8574.31,3.40355796,29186.32938,8575.2408869
2018-03-23 14:57:00,8568.82,8585.18,8564.9,8580.02,13.28955515,113968.28343,8575.7786581
2018-03-23 14:58:00,8584.37,8585.17,8582.65,8582.65,3.21028778,27553.928408,8583.0088443
2018-03-23 14:59:00,8585.17,8585.17,8572.8,8580.0,6.65594469,57117.82049,8581.4746291
2018-03-23 15:00:00,8581.85,8600.01,8581.85,8596.1,19.94963225,171467.98821,8595.0450645
2018-03-23 15:01:00,8598.47,8600.01,8580.81,8584.13,1.63257098,14029.28546,8593.3693739
2018-03-23 15:02:00,8583.59,8587.0,8580.55,8587.0,3.22867365,27710.726127,8582.6965283
2018-03-23 15:03:00,8587.0,8589.19,8575.01,8584.74,3.8072078,32660.811477,8578.6784418
2018-03-23 15:04:00,8579.0,8589.36,8578.99,8584.48,3.22763544,27690.729124,8579.2617038
2018-03-23 15:05:00,8584.22,8584.22,8583.99,8583.99,0.05782553,496.37819156,8584.066442
2018-03-23 15:06:00,8582.51,8582.51,8579.81,8582.25,0.42315844,3631.604858,8582.1397252
2018-03-23 15:07:00,8579.81,8579.81,8570.5,8578.76,10.49819243,90004.011214,8573.286479
2018-03-23 15:08:00,8577.8,8579.8,8576.5,8579.8,1.06886034,9168.2758891,8577.6181846
2018-03-23 15:09:00,8587.43,8594.37,8587.43,8594.37,5.15988468,44329.578215,8591.1955333
2018-03-23 15:10:00,8596.76,8620.0,8596.76,8620.0,24.71542102,212762.75023,8608.5019574
2018-03-23 15:11:00,8620.0,8653.68,8620.0,8653.68,43.92637681,379554.70295,8640.7013396
2018-03-23 15:12:00,8653.68,8680.0,8653.68,8673.3,46.58374057,404056.99035,8673.7772752
2018-03-23 15:13:00,8675.98,8684.19,8665.14,8665.91,23.65113091,205210.29106,8676.5530089
2018-03-23 15:14:00,8668.61,8683.76,8659.72,8670.0,10.87633586,94315.411649,8671.6163295
2018-03-23 15:15:00,8669.8,8669.89,8650.0,8652.67,15.087314,130590.42794,8655.6445991
2018-03-23 15:16:00,8651.44,8661.9,8647.51,8659.34,28.00970087,242470.68273,8656.6680543
2018-03-23 15:17:00,8652.36,8659.9,8643.04,8647.91,3.63578907,31446.794051,8649.234993
2018-03-23 15:18:00,8649.11,8650.06,8647.91,8650.06,1.74224617,15068.789766,8649.0589134
2018-03-23 15:19:00,8655.16,8659.84,8642.5,8642.59,11.818455610000001,102251.329,8651.8350939
2018-03-23 15:20:00,8646.0,8650.0,8640.0,8642.02,19.73971126,170708.64367,8647.9807844
2018-03-23 15:21:00,8649.95,8650.0,8632.68,8636.65,19.57642606,169159.8006,8640.9950459
2018-03-23 15:22:00,8636.65,8636.65,8610.0,8635.93,15.75470506,135877.32045,8624.5550097
2018-03-23 15:23:00,8635.99,8642.64,8624.87,8627.63,1.8908909,16328.919888,8635.5695553
2018-03-23 15:24:00,8627.83,8635.0,8626.01,8626.06,7.21356201,62286.262192,8634.6054981
2018-03-23 15:25:00,8626.07,8635.0,8613.1,8613.31,11.87824689,102516.24848,8630.5874452
2018-03-23 15:26:00,8613.31,8625.38,8605.22,8605.53,12.70498146,109375.79218,8608.8903417
2018-03-23 15:27:00,8605.53,8610.0,8594.84,8596.91,15.10094531,129934.40175,8604.388605
2018-03-23 15:28:00,8596.91,8623.97,8596.91,8609.01,13.21883433,113817.09068,8610.221434
2018-03-23 15:29:00,8615.94,8625.63,8615.94,8625.63,9.5156,82055.658442,8623.2774015
2018-03-23 15:30:00,8624.01,8630.36,8621.39,8624.67,10.06977331,86849.024926,8624.724932
2018-03-23 15:31:00,8621.32,8621.33,8621.32,8621.33,0.12702091,1095.088343,8621.3233947
2018-03-23 15:32:00,8621.33,8621.33,8620.99,8621.0,10.82301589,93305.261718,8621.0038557
2018-03-23 15:33:00,8630.0,8633.04,8630.0,8633.04,0.20598494,1777.6665339,8630.0801113
2018-03-23 15:34:00,8630.01,8630.01,8620.92,8622.41,6.46462531,55749.182229,8623.7298459
2018-03-23 15:35:00,8621.0,8634.57,8621.0,8634.57,0.74913932,6460.5445422,8623.9560115
2018-03-23 15:36:00,8634.52,8634.52,8631.94,8631.94,1.93194362,16680.214453,8633.9033295
2018-03-23 15:37:00,8633.99,8641.62,8633.0,8637.21,2.06061059,17796.498855,8636.5172253
2018-03-23 15:38:00,8636.56,8636.56,8631.98,8631.98,5.90295368,50966.453866,8634.0595961
2018-03-23 15:39:00,8627.23,8627.23,8609.95,8609.95,4.5702032,39377.637481,8616.1677627
2018-03-23 15:40:00,8608.83,8608.84,8604.51,8608.84,10.53631865,90668.697421,8605.3488351
2018-03-23 15:41:00,8610.01,8612.8,8610.0,8611.0,0.55632156,4790.4577254,8610.9510576
2018-03-23 15:42:00,8611.01,8620.1,8611.0,8619.99,11.30002648,97389.462866,8618.5163405
2018-03-23 15:43:00,8614.18,8620.0,8614.18,8615.97,12.05198,103875.63117,8618.9681008
2018-03-23 15:44:00,8610.85,8635.0,8610.85,8631.93,53.05546468,457766.28423,8628.0703975
2018-03-23 15:45:00,8620.1,8628.78,8605.42,8605.42,10.75153337,92690.285105,8621.1223939
2018-03-23 15:46:00,8598.0,8598.0,8580.13,8590.0,12.32514599,105832.4566,8586.7101848
2018-03-23 15:47:00,8590.2,8601.56,8590.0,8601.56,5.68193436,48845.441926,8596.6220007
2018-03-23 15:48:00,8601.55,8630.0,8590.01,8615.42,80.72794503,696047.66188,8622.140222
2018-03-23 15:49:00,8620.62,8637.19,8619.75,8630.0,24.90762337,214936.38097,8629.3412172
2018-03-23 15:50:00,8630.0,8640.5,8626.22,8640.5,12.34548627,106548.1511,8630.5349801
2018-03-23 15:51:00,8641.7,8650.81,8640.5,8645.29,1.70692761,14754.601301,8643.9525699
2018-03-23 15:52:00,8641.01,8646.0,8629.45,8629.46,9.63042869,83195.922948,8638.8597669
2018-03-23 15:53:00,8638.14,8638.14,8626.67,8626.67,2.25038092,19426.291949,8632.4460791
2018-03-23 15:54:00,8627.47,8627.47,8627.46,8627.46,0.53736905,4636.1310965,8627.46207
2018-03-23 15:55:00,8627.47,8645.23,8627.47,8636.68,9.96255077,86061.026681,8638.4530094
2018-03-23 15:56:00,8636.68,8643.82,8633.4,8634.0,0.94839506,8191.6713099,8637.4040264
2018-03-23 15:57:00,8634.01,8643.71,8634.0,8634.11,1.52848377,13197.615603,8634.4492902
2018-03-23 15:58:00,8641.15,8641.22,8635.48,8635.48,6.863015,59285.025855,8638.3354626
2018-03-23 15:59:00,8635.48,8635.48,8626.83,8631.62,5.93094697,51204.759975,8633.4880811
2018-03-23 16:00:00,8631.62,8660.0,8631.61,8660.0,13.16197938,113833.19323,8648.6378639
2018-03-23 16:01:00,8660.0,8665.0,8640.2,8665.0,6.98557101,60485.537737,8658.6390219
2018-03-23 16:02:00,8666.56,8666.56,8650.0,8650.0,1.94127554,16804.072719,8656.2017462
2018-03-23 16:03:00,8644.05,8650.31,8644.05,8650.1,2.38421518,20617.229179,8647.3860882
2018-03-23 16:04:00,8650.51,8656.12,8650.1,8655.93,3.60011195,31161.001758,8655.5646576
2018-03-23 16:05:00,8650.1,8652.09,8624.61,8624.61,30.34778928,262422.33011,8647.1646316
2018-03-23 16:06:00,8623.12,8638.6,8620.0,8620.0,13.42090024,115768.41955,8625.9801863
2018-03-23 16:07:00,8612.27,8619.7,8607.76,8612.35,10.49323108,90356.233547,8610.9066748
2018-03-23 16:08:00,8611.97,8619.07,8611.97,8618.53,0.11342204,977.51295149,8618.3686301
2018-03-23 16:09:00,8615.2,8615.2,8611.98,8615.2,0.55437011,4774.6771889,8612.7969433
2018-03-23 16:10:00,8615.2,8615.2,8612.2,8613.08,5.72299393,49295.073629,8613.5114299
2018-03-23 16:11:00,8626.74,8637.63,8626.74,8628.9,13.80787771,119208.04357,8633.3356998
2018-03-23 16:12:00,8628.9,8628.9,8628.9,8628.9,0.02323256,200.47143698,8628.9
2018-03-23 16:13:00,8626.74,8626.74,8612.89,8625.41,2.79705282,24106.679641,8618.6000737
2018-03-23 16:14:00,8621.8,8625.48,8610.0,8610.0,10.16217607,87549.764388,8615.2575772
2018-03-23 16:15:00,8610.0,8617.68,8586.74,8617.68,20.03508646,172261.17052,8597.9749007
2018-03-23 16:16:00,8608.9,8608.9,8601.89,8601.89,2.87729228,24767.588482,8607.9501392
2018-03-23 16:17:00,8607.23,8607.49,8602.66,8605.22,3.03849173,26147.374251,8605.3794365
2018-03-23 16:18:00,8607.19,8615.4,8607.19,8615.4,2.768115,23828.705534,8608.2787508
2018-03-23 16:19:00,8607.19,8608.49,8597.56,8597.56,2.04492683,17584.822879,8599.2430739
2018-03-23 16:20:00,8592.42,8605.86,8592.42,8599.07,3.20128599,27508.557386,8592.9709098
2018-03-23 16:21:00,8599.07,8599.07,8587.99,8596.68,0.48476016,4166.3311715,8594.6237239
2018-03-23 16:22:00,8587.83,8605.53,8587.83,8605.53,5.08069602,43712.669113,8603.6773191
2018-03-23 16:23:00,8603.74,8613.98,8595.06,8595.06,32.00024714,275221.34771,8600.6006924
2018-03-23 16:24:00,8599.21,8611.33,8583.7,8592.76,17.45684837,149965.18892,8590.6221871
2018-03-23 16:25:00,8597.22,8597.63,8587.76,8597.63,2.18914451,18818.300473,8596.1892359
2018-03-23 16:26:00,8599.66,8599.66,8592.88,8592.88,4.77184051,41005.298357,8593.1829177
2018-03-23 16:27:00,8592.78,8600.0,8590.01,8600.0,6.18180967,53128.919218,8594.3958249
2018-03-23 16:28:00,8601.37,8610.11,8600.01,8608.52,2.20586966,18984.125814,8606.186557
2018-03-23 16:29:00,8618.38,8620.0,8613.01,8620.0,26.22069813,226011.62006,8619.5881948
2018-03-23 16:30:00,8609.86,8614.68,8608.47,8614.67,0.29890021,2574.8477065,8614.4058129
2018-03-23 16:31:00,8609.25,8619.24,8593.77,8614.88,15.44232158,132877.73671,8604.7772039
2018-03-23 16:32:00,8614.88,8624.37,8614.88,8623.98,3.93864835,33953.347634,8620.5582771
2018-03-23 16:33:00,8623.98,8623.98,8615.0,8615.0,7.20954593,62138.849951,8618.9685944
2018-03-23 16:34:00,8615.0,8616.0,8615.0,8616.0,0.24691995,2127.4153692,8615.8099791
2018-03-23 16:35:00,8616.83,8616.83,8616.0,8616.83,1.94798558,16785.454381,8616.8268149
2018-03-23 16:36:00,8620.22,8620.22,8616.0,8616.0,0.80941888,6974.4716536,8616.6406862
2018-03-23 16:37:00,8615.0,8620.0,8614.88,8615.0,5.98257528,51541.039518,8615.1928067
2018-03-23 16:38:00,8620.0,8620.0,8593.3,8597.36,3.14797888,27119.007837,8614.7362707
2018-03-23 16:39:00,8599.92,8614.1,8599.11,8605.61,2.55401155,21966.501691,8600.7840062
2018-03-23 16:40:00,8605.61,8605.61,8605.0,8605.0,4.18115764,35978.874861,8605.0031975
2018-03-23 16:41:00,8605.0,8605.0,8594.91,8601.96,1.7729591,15249.657928,8601.2463164
2018-03-23 16:42:00,8598.94,8598.94,8597.19,8597.19,0.11817811,1016.1493719,8598.4567865
2018-03-23 16:43:00,8596.8,8609.49,8595.0,8609.49,12.46600821,107167.1386,8596.7485978
2018-03-23 16:44:00,8613.7,8613.7,8610.21,8611.8,1.65269309,14233.010834,8612.0108566
2018-03-23 16:45:00,8612.0,8629.09,8611.87,8624.89,26.71154982,230371.2168,8624.4047368
2018-03-23 16:46:00,8624.89,8624.89,8601.97,8609.23,35.58631982,306445.30807,8611.3233855
2018-03-23 16:47:00,8609.23,8610.91,8603.07,8610.91,1.28520897,11061.79251,8606.9991478
2018-03-23 16:48:00,8609.47,8610.94,8609.47,8610.94,1.0192259,8775.3277572,8609.7966675
2018-03-23 16:49:00,8609.14,8610.93,8609.14,8610.93,0.3021304,2601.1061423,8609.2168887
2018-03-23 16:50:00,8610.94,8622.17,8609.99,8616.8,21.48264715,185072.0355,8614.9548614
2018-03-23 16:51:00,8614.17,8615.0,8612.79,8614.99,12.9707667,111728.09382,8613.8388269
2018-03-23 16:52:00,8614.98,8614.99,8614.98,8614.99,0.01397098,120.35976401,8614.9836309
2018-03-23 16:53:00,8614.49,8683.53,8614.32,8651.48,38.10713881,329695.78037,8651.8114628
2018-03-23 16:54:00,8675.1,8675.1,8651.6,8655.58,17.75013835,153741.57096,8661.429445
2018-03-23 16:55:00,8654.78,8672.03,8644.93,8644.93,12.41181642,107476.5898,8659.2152321
2018-03-23 16:56:00,8644.93,8654.52,8644.93,8651.0,10.80225064,93434.573765,8649.5469212
2018-03-23 16:57:00,8654.02,8654.02,8635.5,8637.67,17.51677972,151422.60523,8644.4316621
2018-03-23 16:58:00,8636.98,8641.51,8628.98,8636.99,6.27381747,54184.611141,8636.6253721
2018-03-23 16:59:00,8641.1,8641.1,8634.36,8634.36,1.69260971,14614.835666,8634.4983014
2018-03-23 17:00:00,8631.35,8641.04,8628.32,8640.69,1.33137568,11502.458419,8639.528716
2018-03-23 17:01:00,8637.0,8640.65,8637.0,8640.33,0.12135543,1048.3692338,8638.8325089
2018-03-23 17:02:00,8640.26,8640.33,8637.0,8638.72,2.57567379,22253.64677,8639.9321439
2018-03-23 17:03:00,8637.36,8637.36,8602.0,8623.09,12.0775526,104043.31919,8614.602862
2018-03-23 17:04:00,8612.86,8622.69,8612.86,8619.98,0.05988231,516.17710322,8619.8595749
2018-03-23 17:05:00,8619.95,8620.0,8619.95,8620.0,2.68889556,23178.223927,8619.979248
2018-03-23 17:06:00,8620.0,8632.64,8620.0,8625.9,0.64547458,5568.8257433,8627.4904014
2018-03-23 17:07:00,8625.75,8625.75,8625.75,8625.75,0.00697852,60.19496889,8625.75
2018-03-23 17:08:00,8625.75,8625.75,8621.66,8623.25,1.09289398,9425.7499851,8624.5785571
2018-03-23 17:09:00,8620.05,8632.35,8620.05,8631.2,1.21328061,10462.331543,8623.1754278
